MOOTMISE_AEG;MOODETUD_TUHIKAIK_PM;MOODETUD_POORETEL_PM;MOODETUD_TUHIKAIK_CO;MOODETUD_POORETEL_CO;MOODETUD_POORETEL_CO_CORR;MOODETUD_TUHIKAIK_HC;MOODETUD_POORETEL_HC;MOODETUD_TUHIKAIK_CO2;MOODETUD_POORETEL_CO2;MOODETUD_TUHIKAIK_O2;MOODETUD_POORETEL_O2;MOODETUD_POORETEL_LAMBDA;MOODETUD_SUITSUSUS;POORETE_TOSTMISE_AEG;TYHIKAIGU_POORDED;MAX_POORDED
04.04.2019 12:56:00;703;2558;0,03;0,04;;16;17;14,9;14,9;0,09;0,05;1;;;;
04.04.2019 12:59:00;;;;;;;;;;;;;0,05;1,48;550;2190
04.04.2019 12:59:00;;;;;;;;;;;;;0,05;0,54;803;5140
04.04.2019 13:00:00;800;2120;0;0,01;;8;7;14,3;14,5;0,56;0,26;1,01;;;;
04.04.2019 13:01:00;;;;;;;;;;;;;0,6;0,13;700;3960
04.04.2019 13:02:00;630;2350;0,05;0,07;0,07;6;6;13,44;14,38;0,19;0,15;1,005;;;;
04.04.2019 13:02:00;;;;;;;;;;;;;0,22;2,72;770;2990
04.04.2019 13:07:00;;;;;;;;;;;;;0,05;0,8;780;4020
04.04.2019 13:10:00;;;;;;;;;;;;;0,02;1,02;690;4230
04.04.2019 13:15:00;1376;2496;0,01;0,03;;8;9;14,7;14,5;0,15;0,55;1,03;;;;
04.04.2019 13:15:00;;;;;;;;;;;;;1,02;1,11;680;4190
04.04.2019 13:17:00;970;2470;0,11;0,13;0,13;46;61;15,12;15,45;0,6;0,2;1,003;;;;
04.04.2019 13:20:00;;;;;;;;;;;;;2,33;1,1;750;4120
04.04.2019 13:23:00;960;2600;0,167;0,28;0,28;65;73;15,06;14,85;0,24;0,3;1,002;;;;
04.04.2019 13:25:00;724;2473;0,01;0,01;;12;10;15,1;15,1;0,11;0,1;1;;;;
04.04.2019 13:25:00;;;;;;;;;;;;;0,6;1,95;500;2400
04.04.2019 13:25:00;650;2619;0,01;0;;5;4;15,1;15,1;0,03;0,02;1;;;;
04.04.2019 13:33:00;750;2700;0,01;0,01;;1;1;14,9;15;0,35;0,28;1,01;;;;
04.04.2019 13:34:00;;;;;;;;;;;;;2,07;1,42;830;3130
04.04.2019 13:37:00;750;2550;0;0;0;7;8;15,59;15,61;0;0,03;1,001;;;;
04.04.2019 13:40:00;;;;;;;;;;;;;0,01;0,87;680;3990
04.04.2019 13:42:00;770;2450;0,03;0,02;0,02;17;18;15,1;15,1;0,04;0,05;1,001;;;;
04.04.2019 13:46:00;;;;;;;;;;;;;0,19;1,21;600;2110
04.04.2019 13:47:00;;;;;;;;;;;;;0,17;0,93;660;3650
04.04.2019 13:49:00;;;;;;;;;;;;;0,02;0,99;860;2510
04.04.2019 13:57:00;;;;;;;;;;;;;0,1;1,22;550;2190
04.04.2019 13:58:00;650;2670;0,04;0;0;0;2;7,7;15;0,04;0,05;1,002;;;;
04.04.2019 13:58:00;730;2110;0;0,01;;6;5;14,3;14,5;0,36;0,13;1,01;;;;
04.04.2019 14:06:00;;;;;;;;;;;;;0,89;1,59;880;5000
04.04.2019 14:08:00;698;2341;0,08;0,03;;48;30;14,9;15;0,14;0,06;1;;;;
04.04.2019 14:08:00;;;;;;;;;;;;;0,57;0,9;820;4320
04.04.2019 14:08:00;750;2400;0,007;0;0;11;10;15,33;15,34;0,06;0,11;1,005;;;;
04.04.2019 14:08:00;810;2540;0,08;0,09;0,09;27;35;15,47;15,48;0,05;0,08;1;;;;
04.04.2019 14:13:00;;;;;;;;;;;;;0,51;1,02;820;4550
04.04.2019 14:13:00;;;;;;;;;;;;;2,1;1,52;780;5040
04.04.2019 14:15:00;610;2090;0,01;0,02;;7;14;14,7;14,7;0,01;0,01;1;;;;
04.04.2019 14:16:00;;;;;;;;;;;;;0,79;0,93;550;2130
04.04.2019 14:16:00;;;;;;;;;;;;;0,51;1,46;890;4730
04.04.2019 14:23:00;;;;;;;;;;;;;0,01;1,69;700;4980
04.04.2019 14:23:00;;;;;;;;;;;;;0,61;1,22;800;4920
04.04.2019 14:26:00;;;;;;;;;;;;;2,01;0,76;780;4690
04.04.2019 14:26:00;;;;;;;;;;;;;0,1;0,38;730;3980
04.04.2019 14:36:00;740;2680;0,03;0,03;;0;0;14,8;15;0,53;0,2;1,01;;;;
04.04.2019 14:37:00;680;2400;0;0;0;18;18;14,34;15,45;0,13;0,2;1,008;;;;
04.04.2019 14:39:00;700;2440;0,01;0,01;;1;0;14,9;14,9;0,21;0,07;1;;;;
04.04.2019 14:42:00;;;;;;;;;;;;;0,64;1,3;820;3840
04.04.2019 14:52:00;;;;;;;;;;;;;0,07;1,01;560;2280
04.04.2019 14:57:00;790;2480;0,05;0,08;0,09;18;22;13,04;14,02;0,82;0,31;1,012;;;;
04.04.2019 14:59:00;;;;;;;;;;;;;0,74;2,62;550;2320
04.04.2019 14:59:00;698;2149;0,01;0,01;;6;4;14,8;15,1;0,49;0,02;1;;;;
04.04.2019 14:59:00;770;2410;0,01;0,01;0,01;6;7;14,2;15;0,08;0,11;1,004;;;;
04.04.2019 15:05:00;;;;;;;;;;;;;1,25;1,1;680;2590
04.04.2019 15:11:00;740;2550;0,17;0;0;5;1;15,1;15,1;0,03;0,05;1,002;;;;
04.04.2019 15:11:00;;;;;;;;;;;;;0,14;0,9;780;3780
04.04.2019 15:11:00;780;2720;0,001;0,004;0,004;20;22;15,3;15,3;0,12;0,36;1,015;;;;
04.04.2019 15:13:00;;;;;;;;;;;;;0;0,72;780;2500
04.04.2019 15:25:00;;;;;;;;;;;;;0,05;0,66;820;3730
04.04.2019 15:26:00;650;3800;0;0,006;0,006;18;24;15,87;15,71;0,05;0,25;1,01;;;;
04.04.2019 15:27:00;;;;;;;;;;;;;0,01;0,87;680;3900
04.04.2019 15:29:00;720;2760;0,12;0,12;;6;8;14,6;14,7;0,31;0,24;1,01;;;;
04.04.2019 15:33:00;;;;;;;;;;;;;0,15;0,13;551;2190
04.04.2019 15:36:00;700;2100;0,01;0;0;8;2;13,86;15,52;0,84;0,16;1,007;;;;
04.04.2019 15:36:00;770;2600;0,03;0,04;;25;41;14,6;14,6;0,04;0,06;1;;;;
04.04.2019 15:36:00;;;;;;;;;;;;;0,01;0,66;780;3000
04.04.2019 15:45:00;820;2210;0,01;0,1;;0;0;14,8;15,1;1,6;0,32;1,01;;;;
04.04.2019 15:49:00;753;2303;0,01;0,02;;9;3;15,1;15,1;0,39;0,17;1,01;;;;
04.04.2019 15:52:00;;;;;;;;;;;;;0,18;1,88;540;2510
04.04.2019 15:54:00;730;2390;0,013;0,013;0,013;30;30;14,97;14,96;0,62;0,64;1,028;;;;
04.04.2019 15:58:00;;;;;;;;;;;;;0,95;1,22;750;5130
04.04.2019 16:05:00;;;;;;;;;;;;;0,12;2,81;840;3620
04.04.2019 16:07:00;741;2133;0,179;0,183;0,186;59;68;14,3;14,61;0,81;0,78;1,028;;;;
04.04.2019 16:08:00;;;;;;;;;;;;;0,8;2,19;800;4860
04.04.2019 16:10:00;750;2600;0,005;0;0;18;19;15,58;15,6;0,21;0,43;1,018;;;;
04.04.2019 16:10:00;;;;;;;;;;;;;0,16;9,99;710;4920
04.04.2019 16:17:00;;;;;;;;;;;;;0,02;1,19;680;4560
04.04.2019 16:24:00;675;2468;0,01;0;;5;5;14,7;14,9;0,59;0,47;1,02;;;;
04.04.2019 16:26:00;680;2550;0,01;0,01;;0;0;15;15;0,31;0,24;1,01;;;;
04.04.2019 16:28:00;;;;;;;;;;;;;0,12;1,33;700;4990
04.04.2019 16:35:00;;;;;;;;;;;;;0,46;1,09;680;4090
04.04.2019 16:37:00;810;2640;0;0;0;13;12;15,67;15,56;0,12;0,16;1,007;;;;
04.04.2019 16:44:00;755;2663;0,02;0,01;;3;3;14,9;15,1;0,26;0,2;1,01;;;;
04.04.2019 16:50:00;690;3050;0,182;0;0;35;14;15,39;15,36;0,17;0,23;1,01;;;;
04.04.2019 16:52:00;;;;;;;;;;;;;1,23;0,13;600;2140
04.04.2019 16:57:00;;;;;;;;;;;;;0,01;0,97;650;4610
04.04.2019 17:00:00;590;2260;0,02;0,01;0,01;5;1;15;15;0,02;0,02;1;;;;
04.04.2019 17:02:00;737;2432;0,01;0;;5;5;15,2;15,3;0,11;0,02;1;;;;
04.04.2019 17:08:00;;;;;;;;;;;;;0,17;1,28;600;2260
04.04.2019 17:10:00;729;2447;0,01;0,01;;14;10;15,1;15,2;0,08;0,03;1;;;;
04.04.2019 17:16:00;775;2300;0,03;0,05;;31;8;10,5;13,5;6,8;1,61;1,08;;;;
04.04.2019 17:18:00;;;;;;;;;;;;;0,04;0,13;600;2970
04.04.2019 17:32:00;;;;;;;;;;;;;1,25;1,91;650;4800
04.04.2019 17:33:00;980;2793;0,01;0,01;;22;25;14,6;14,6;0,75;0,58;1,03;;;;
04.04.2019 17:34:00;;;;;;;;;;;;;0,07;1,67;800;5190
04.04.2019 17:40:00;;;;;;;;;;;;;0,95;0,5;694;4080
04.04.2019 17:40:00;770;2350;0;0;0;3;3;14,88;15,28;0,74;0,02;1,001;;;;
04.04.2019 17:42:00;;;;;;;;;;;;;0,07;1,14;700;4460
04.04.2019 17:43:00;700;2387;0,02;0,02;;53;59;14,8;15;0,55;0,2;1,01;;;;
04.04.2019 17:48:00;;;;;;;;;;;;;0,12;2,63;700;3140
04.04.2019 17:50:00;548;2199;0,02;0,18;;37;70;15,3;15,1;0,08;0,06;0,99;;;;
04.04.2019 18:00:00;750;2403;0,01;0,01;;6;11;15,2;15,2;0,02;0,02;1;;;;
04.04.2019 18:02:00;;;;;;;;;;;;;0,75;0,13;703;4460
04.04.2019 18:13:00;;;;;;;;;;;;;0,01;0,44;780;2490
04.04.2019 18:16:00;712;2862;0,01;0,05;;30;58;15,1;15,1;0,04;0,05;1;;;;
04.04.2019 18:23:00;;;;;;;;;;;;;1,17;0,83;780;4160
04.04.2019 18:43:00;700;2410;0,13;0,18;;7;18;14,5;14,6;1,02;0,63;1,02;;;;
04.04.2019 18:49:00;980;2710;0,02;0,01;;14;14;14,8;14,8;0,29;0,27;1,01;;;;
04.04.2019 19:02:00;;;;;;;;;;;;;0;1,03;750;5130
04.04.2019 19:11:00;;;;;;;;;;;;;0,19;1,24;700;4970
04.04.2019 19:19:00;760;2900;0,02;0,02;;8;9;15;15,2;0,51;0,08;1;;;;
04.04.2019 19:22:00;860;2530;0,01;0,01;;5;6;14,7;14,8;0,5;0,35;1,02;;;;
04.04.2019 19:39:00;;;;;;;;;;;;;2,76;1,21;680;4680
04.04.2019 19:44:00;910;2580;9,35;9,25;;692;642;8,8;8,9;0,57;0,57;0,76;;;;
04.04.2019 19:50:00;724;2882;0,01;0,04;;7;7;14,3;15;1,21;0,08;1;;;;
04.04.2019 20:18:00;;;;;;;;;;;;;0,65;1,5;800;5020
04.04.2019 20:24:00;695;2642;0,01;0,01;;10;9;13,9;14,7;4,51;0,54;1,03;;;;
04.04.2019 20:36:00;;;;;;;;;;;;;0;1,18;830;4950
04.04.2019 20:42:00;;;;;;;;;;;;;0,64;1,56;850;4950
05.04.2019 2:00:00;;;;;;;;;;;;;0,48;2,53;870;3980
05.04.2019 8:22:00;790;3450;0,003;0,005;0,005;10;11;15,14;15,08;0,54;0,58;1,026;;;;
05.04.2019 8:39:00;920;3090;0,041;0,058;0,058;29;39;15,07;14,93;0,26;0,39;1,015;;;;
05.04.2019 8:44:00;;;;;;;;;;;;;1,33;1,91;900;4920
05.04.2019 8:47:00;758;2475;0;0;;46;10;14,7;15,4;1,09;0,03;1;;;;
05.04.2019 9:03:00;840;2500;0,04;0,06;0,06;18;30;14,35;15,47;0,09;0,15;1,004;;;;
05.04.2019 9:04:00;824;2650;0,03;0,04;;30;61;14,6;14,8;1,58;0,5;1,02;;;;
05.04.2019 9:10:00;;;;;;;;;;;;;0;3,96;780;2500
05.04.2019 9:10:00;;;;;;;;;;;;;2,14;0,02;750;4840
05.04.2019 9:14:00;737;2502;0,008;0,017;0,017;14;14;15,19;15,2;0,03;0,06;1,002;;;;
05.04.2019 9:14:00;;;;;;;;;;;;;0;0,86;800;4000
05.04.2019 9:17:00;;;;;;;;;;;;;0,13;0,98;700;3900
05.04.2019 9:26:00;770;2390;0,08;0,14;0,14;12;16;15,31;15,29;0,03;0,05;0,998;;;;
05.04.2019 9:32:00;840;2510;0,04;0,09;;1;1;14,6;14,7;0,74;0,29;1,01;;;;
05.04.2019 9:32:00;752;2352;0,04;0,03;;1;1;14,7;15;1,95;0,35;1,02;;;;
05.04.2019 9:37:00;;;;;;;;;;;;;0,03;1,32;790;4920
05.04.2019 9:42:00;;;;;;;;;;;;;0;1,7;750;4570
05.04.2019 9:43:00;;;;;;;;;;;;;1,39;1,4;820;4560
05.04.2019 9:48:00;738;2319;0,02;0,02;;2;1;14,7;14,9;0,7;0,14;1,01;;;;
05.04.2019 9:57:00;;;;;;;;;;;;;0,01;0,85;680;3910
05.04.2019 10:02:00;580;2460;0,08;0,1;0,1;41;46;15,23;15,3;0,13;0,18;1,004;;;;
05.04.2019 10:04:00;800;2390;0,01;0,01;0,01;1;1;15,1;15;0,04;0,05;1,002;;;;
05.04.2019 10:05:00;;;;;;;;;;;;;0,02;1,31;830;5120
05.04.2019 10:20:00;780;2510;0,06;0,08;;10;10;14,1;15,1;5,27;0,43;1,02;;;;
05.04.2019 10:21:00;;;;;;;;;;;;;2,14;1,63;750;4850
05.04.2019 10:21:00;;;;;;;;;;;;;2,83;1,73;749;4710
05.04.2019 10:21:00;;;;;;;;;;;;;2,83;1,55;751;4200
05.04.2019 10:23:00;740;2160;0,002;0,005;0,005;5;5;15,53;15,48;0,04;0,07;1,003;;;;
05.04.2019 10:30:00;628;2566;0,01;0,01;;1;1;15;15,2;0,43;0,14;1,01;;;;
05.04.2019 10:36:00;763;2412;0,005;0,005;0,005;48;49;15,05;15,01;0,34;0,49;1,02;;;;
05.04.2019 10:38:00;670;2170;0;0;0;1;1;15;15;0,03;0,04;1,001;;;;
05.04.2019 10:48:00;;;;;;;;;;;;;1,27;1,22;850;5120
05.04.2019 10:54:00;;;;;;;;;;;;;0,09;0,53;810;4140
05.04.2019 10:57:00;;;;;;;;;;;;;0,1;1,16;510;2510
05.04.2019 11:03:00;;;;;;;;;;;;;1,25;0,88;770;2760
05.04.2019 11:06:00;760;2380;0,01;0,02;;3;5;14,1;15;1,56;0,41;1,02;;;;
05.04.2019 11:10:00;;;;;;;;;;;;;0,66;0,43;780;2700
05.04.2019 11:12:00;;;;;;;;;;;;;0,86;1,16;740;4860
05.04.2019 11:16:00;;;;;;;;;;;;;0;0,66;730;2460
05.04.2019 11:18:00;750;2460;0,02;0,02;;0;0;15,3;15,3;0,19;0,17;1,01;;;;
05.04.2019 11:18:00;800;2520;0,17;0,68;0,7;263;167;14,6;13,9;0,42;0,94;1,017;;;;
05.04.2019 11:19:00;747;2289;0,01;0,01;;6;6;14,4;14,8;1,83;0,13;1,01;;;;
05.04.2019 11:25:00;761;2484;0,01;0,01;;16;15;15,2;15,2;0,19;0,17;1,01;;;;
05.04.2019 11:30:00;1000;2610;0,74;0,78;;94;98;13,8;13,9;0,82;0,84;1,01;;;;
05.04.2019 11:31:00;;;;;;;;;;;;;1,01;1,39;830;4080
05.04.2019 11:35:00;770;3320;0,018;0,006;0,006;5;4;15,33;15,04;0,09;0,64;1,03;;;;
05.04.2019 11:36:00;639;2466;0,89;0,62;;108;68;14;14,1;1,05;1,01;1,03;;;;
05.04.2019 11:43:00;770;2440;0,242;0,099;0,099;48;42;15,13;15,19;0,21;0,14;1,001;;;;
05.04.2019 11:44:00;;;;;;;;;;;;;0,42;0,01;860;2470
05.04.2019 11:44:00;700;2210;0,01;0,01;;15;15;14,6;15;0,41;0,05;1;;;;
05.04.2019 11:50:00;;;;;;;;;;;;;0,49;0,82;600;2130
05.04.2019 11:52:00;;;;;;;;;;;;;1,91;1,5;800;5050
05.04.2019 11:54:00;748;2421;0,01;0,01;;6;6;14,5;14,7;1,71;0,53;1,02;;;;
05.04.2019 11:58:00;;;;;;;;;;;;;0,05;0,86;550;2290
05.04.2019 11:58:00;720;2380;0;0;0;5;4;14,8;14,9;0,11;0,36;1,016;;;;
05.04.2019 12:02:00;;;;;;;;;;;;;0,71;1,86;830;4620
05.04.2019 12:03:00;800;2580;0;0;0;6;6;13,8;15,25;0,38;0,53;1,024;;;;
05.04.2019 12:06:00;722;2433;0;0;;1;2;14,7;14,9;0,8;0,27;1,01;;;;
05.04.2019 12:07:00;;;;;;;;;;;;;0,27;0,58;700;3930
05.04.2019 12:14:00;;;;;;;;;;;;;0,45;1,73;860;5170
05.04.2019 12:17:00;759;2453;0,01;0,01;;6;5;14,6;14,7;1,61;0,49;1,02;;;;
05.04.2019 12:18:00;;;;;;;;;;;;;0,05;0,53;780;2580
05.04.2019 12:27:00;;;;;;;;;;;;;0,55;2,13;840;4720
05.04.2019 12:29:00;;;;;;;;;;;;;0,04;1,45;880;4980
05.04.2019 12:33:00;770;2430;0;0;0;6;7;15,57;15,57;0,07;0,15;1,007;;;;
05.04.2019 12:38:00;814;2920;0,01;0,02;;9;10;15;15;0,29;0,31;1,01;;;;
05.04.2019 12:43:00;;;;;;;;;;;;;0;1,01;810;4810
05.04.2019 12:44:00;811;2540;0,01;0,03;;13;10;14,8;15,1;0,56;0,04;1;;;;
05.04.2019 12:46:00;;;;;;;;;;;;;0,35;1,16;760;4580
05.04.2019 12:46:00;690;2210;0,01;0;0;6;2;15,61;15,43;0,12;0,15;1,007;;;;
05.04.2019 12:48:00;766;2263;0,018;0,021;0,021;5;4;15,12;15,03;0,18;0,43;1,019;;;;
05.04.2019 12:50:00;655;2878;0,03;0,02;;15;16;15,1;15,1;0,24;0,08;1;;;;
05.04.2019 12:54:00;688;2861;0,01;0,01;;1;1;15,1;15,1;0,13;0,05;1;;;;
05.04.2019 13:00:00;;;;;;;;;;;;;0,85;1,89;750;4290
05.04.2019 13:01:00;750;2750;0,11;0,11;;3;3;15,1;15,1;0,13;0,1;1;;;;
05.04.2019 13:03:00;800;3130;0,005;0;0;15;11;13,42;15,07;0,1;0,32;1,014;;;;
05.04.2019 13:03:00;690;2570;0,04;0,06;0,06;59;71;14,14;15,49;0;0;0,996;;;;
05.04.2019 13:03:00;790;2320;0;0,08;;9;10;14,3;14,7;0,85;0,34;1,01;;;;
05.04.2019 13:14:00;;;;;;;;;;;;;1,14;0,62;700;4630
05.04.2019 13:15:00;710;2210;0,01;0,01;;1;2;13,7;14,9;2,02;0,43;1,02;;;;
05.04.2019 13:18:00;;;;;;;;;;;;;0,19;1,28;750;4120
05.04.2019 13:19:00;;;;;;;;;;;;;0,32;1,01;700;4130
05.04.2019 13:23:00;840;2310;0,05;0,07;;12;19;15;15,1;0,19;0,1;1;;;;
05.04.2019 13:28:00;;;;;;;;;;;;;0,02;0,85;610;2460
05.04.2019 13:30:00;;;;;;;;;;;;;0,03;1,47;700;4540
05.04.2019 13:33:00;830;2560;0,13;0,17;0,17;38;50;14,87;15,13;0,74;0,48;1,015;;;;
05.04.2019 13:33:00;;;;;;;;;;;;;0;0,76;760;2980
05.04.2019 13:38:00;;;;;;;;;;;;;1,48;1,72;820;4030
05.04.2019 13:41:00;;;;;;;;;;;;;0,59;1,01;900;3700
05.04.2019 13:51:00;;;;;;;;;;;;;1,42;1,25;750;4830
05.04.2019 13:57:00;697;2616;0;0;;7;6;14,9;15,1;0,3;0,01;1;;;;
05.04.2019 14:00:00;768;2170;0,01;0,01;;0;0;14,6;14,7;0,57;0,2;1,01;;;;
05.04.2019 14:03:00;;;;;;;;;;;;;1,35;1,89;670;4730
05.04.2019 14:11:00;;;;;;;;;;;;;0,32;0,4;775;4280
05.04.2019 14:14:00;750;3080;0;0;0;4;4;14,82;15,01;0,86;0,62;1,029;;;;
05.04.2019 14:20:00;760;5410;0;0;0;6;7;15,35;15,18;0,04;0,06;1,002;;;;
05.04.2019 14:22:00;;;;;;;;;;;;;1,21;1,09;770;5510
05.04.2019 14:23:00;745;2585;0,01;0,01;;6;6;15;15;0,04;0,03;1;;;;
05.04.2019 14:27:00;680;3120;0,02;0,05;0,05;26;35;15,2;15,2;0,58;0,12;1,002;;;;
05.04.2019 14:28:00;700;2500;0,05;0,09;0,09;18;28;14,13;15,26;0,16;0,07;1;;;;
05.04.2019 14:28:00;;;;;;;;;;;;;0,32;1,32;600;2640
05.04.2019 14:32:00;;;;;;;;;;;;;0,28;1,29;850;4930
05.04.2019 14:40:00;770;2430;0;0,01;;9;9;14,7;14,6;0,02;0,01;1;;;;
05.04.2019 14:40:00;;;;;;;;;;;;;0,02;0,87;620;2980
05.04.2019 14:42:00;;;;;;;;;;;;;0,01;1,34;750;5080
05.04.2019 14:43:00;750;2260;0,002;0;0;8;8;15,38;14,84;0,1;0,6;1,028;;;;
05.04.2019 14:44:00;;;;;;;;;;;;;0;1,2;500;2360
05.04.2019 14:48:00;770;3260;0,004;0,013;0,013;44;51;14,96;14,89;0,08;0,43;1,017;;;;
05.04.2019 14:49:00;946;2499;0;0,03;;1;1;14,6;14,9;0,56;0,03;1;;;;
05.04.2019 14:51:00;;;;;;;;;;;;;0,06;1,57;840;4720
05.04.2019 14:55:00;;;;;;;;;;;;;0,04;0,13;680;4240
05.04.2019 14:58:00;950;2470;0;0;0;3;3;14,7;14,8;0,35;0,02;1;;;;
05.04.2019 15:05:00;;;;;;;;;;;;;0,03;1,2;780;2550
05.04.2019 15:08:00;;;;;;;;;;;;;1,33;0,72;700;4550
05.04.2019 15:16:00;770;2740;0,07;0,08;0,08;33;32;14,8;14,8;0,7;0,7;1,029;;;;
05.04.2019 15:19:00;810;2900;0;0;0;24;25;14,91;14,83;0,17;0,25;1,011;;;;
05.04.2019 15:19:00;701;2679;0,01;0,02;;4;6;13,6;13,6;0,05;0,03;1;;;;
05.04.2019 15:20:00;;;;;;;;;;;;;0,68;1,36;750;4270
05.04.2019 15:24:00;952;2489;0,03;0,02;;1;1;14,8;15;0,63;0,3;1,01;;;;
05.04.2019 15:24:00;;;;;;;;;;;;;2,32;1,25;900;5040
05.04.2019 15:30:00;750;2490;0,04;0,02;0,02;1;1;14,9;14,7;0,2;0,26;1,011;;;;
05.04.2019 15:33:00;;;;;;;;;;;;;0,01;1,37;780;4730
05.04.2019 15:37:00;870;3330;0;0;0;8;5;15,15;15,14;0,1;0,31;1,014;;;;
05.04.2019 15:39:00;;;;;;;;;;;;;0,19;1,3;559;2280
05.04.2019 15:42:00;737;2445;0;0;;0;1;15,2;15,3;0,11;0,02;1;;;;
05.04.2019 15:43:00;;;;;;;;;;;;;0,02;1,15;700;4990
05.04.2019 15:46:00;;;;;;;;;;;;;2,43;0,06;720;1760
05.04.2019 15:46:00;;;;;;;;;;;;;0,01;0,49;750;2520
05.04.2019 15:47:00;716;2264;0,02;0,02;;1;2;14,6;15;0,7;0,26;1,01;;;;
05.04.2019 15:56:00;;;;;;;;;;;;;1,62;1,29;700;5020
05.04.2019 15:57:00;810;2100;0,01;0;0;9;9;15,08;15,05;0,22;0,35;1,016;;;;
05.04.2019 15:58:00;;;;;;;;;;;;;1,95;1,15;820;4810
05.04.2019 16:04:00;;;;;;;;;;;;;2,35;1,43;900;4960
05.04.2019 16:07:00;;;;;;;;;;;;;0,81;0,5;800;4040
05.04.2019 16:16:00;;;;;;;;;;;;;0,01;0,76;830;2500
05.04.2019 16:16:00;;;;;;;;;;;;;0,04;1,52;800;4610
05.04.2019 16:16:00;720;2580;0,08;0,16;0,16;46;66;14,97;15,35;0,14;0,26;1,005;;;;
05.04.2019 16:17:00;;;;;;;;;;;;;0,64;2,09;790;4800
05.04.2019 16:23:00;800;2070;0,018;0,019;0,019;52;53;14,98;15;0,47;0,4;1,015;;;;
05.04.2019 16:24:00;;;;;;;;;;;;;0,22;2,43;890;3310
05.04.2019 16:30:00;;;;;;;;;;;;;0,07;1,61;710;5000
05.04.2019 16:32:00;821;2372;0;0;0;26;27;15,66;15,66;0,1;0,29;1,012;;;;
05.04.2019 16:33:00;;;;;;;;;;;;;0;0,45;780;2500
05.04.2019 16:33:00;742;2260;0,008;0,012;0,012;33;35;14,83;14,88;0,87;0,69;1,03;;;;
05.04.2019 16:35:00;;;;;;;;;;;;;0,35;0,94;680;4850
05.04.2019 16:36:00;820;2320;0,01;0,09;0,09;1;1;15;15;0,03;0,05;0,999;;;;
05.04.2019 16:39:00;;;;;;;;;;;;;0,1;1;770;3980
05.04.2019 16:40:00;;;;;;;;;;;;;0,03;2,59;780;5000
05.04.2019 16:40:00;746;2839;0,08;0,01;;26;10;12,7;14,7;4,85;0,4;1,02;;;;
05.04.2019 16:43:00;;;;;;;;;;;;;0,81;0,6;817;5000
05.04.2019 16:48:00;;;;;;;;;;;;;1,19;1,48;700;4650
05.04.2019 16:52:00;744;2641;0,01;0,01;;1;1;14,8;15,2;0,22;0,12;1,01;;;;
05.04.2019 16:53:00;;;;;;;;;;;;;0,08;1,06;780;3780
05.04.2019 16:54:00;780;3820;0,023;0,048;0,048;8;7;12,81;15,18;2,67;0,07;1,001;;;;
05.04.2019 16:55:00;;;;;;;;;;;;;0,56;2,05;560;2100
05.04.2019 16:55:00;;;;;;;;;;;;;1,11;1,46;820;4000
05.04.2019 16:59:00;680;2220;0,04;0,01;0,01;5;5;15;15,1;0;0,02;1;;;;
05.04.2019 17:03:00;780;2400;0,04;0,06;0,06;14;16;14,37;15,37;1,5;0;0,998;;;;
05.04.2019 17:11:00;760;3050;0,001;0,003;0,003;19;22;15,14;15,17;0,1;0,36;1,015;;;;
05.04.2019 17:12:00;;;;;;;;;;;;;0,24;0,54;850;4050
05.04.2019 17:13:00;;;;;;;;;;;;;3,29;1,86;810;4920
05.04.2019 17:13:00;;;;;;;;;;;;;2,93;2,01;810;4920
05.04.2019 17:13:00;;;;;;;;;;;;;2,27;1,9;810;4920
05.04.2019 17:18:00;;;;;;;;;;;;;1,4;1;790;5040
05.04.2019 17:18:00;716;2568;0,01;0,01;;9;19;13,6;14,5;1,92;0,62;1,03;;;;
05.04.2019 17:21:00;;;;;;;;;;;;;0,02;0,13;778;2590
05.04.2019 17:26:00;750;2450;0,03;0,11;;2;5;14,6;15;1,54;0,3;1,01;;;;
05.04.2019 17:26:00;;;;;;;;;;;;;0,7;1,31;820;4720
05.04.2019 17:30:00;;;;;;;;;;;;;0,39;1,28;800;4530
05.04.2019 17:32:00;;;;;;;;;;;;;0,96;0,4;800;4210
05.04.2019 17:33:00;840;2420;0,01;0,01;0,01;22;26;13,11;15,53;0,03;0,04;1,001;;;;
05.04.2019 17:36:00;694;2462;0,02;0,02;;2;1;14,9;15,1;0,31;0,08;1;;;;
05.04.2019 17:36:00;;;;;;;;;;;;;0,02;1,01;860;2510
05.04.2019 17:45:00;790;2540;0,127;0,011;0,011;9;7;14,97;14,97;0,43;0,44;1,02;;;;
05.04.2019 17:45:00;655;2205;0,01;0,01;;12;12;15,2;15,2;0,28;0,1;1;;;;
05.04.2019 17:50:00;;;;;;;;;;;;;0,08;4,72;600;2740
05.04.2019 17:50:00;;;;;;;;;;;;;0,08;5,43;600;2740
05.04.2019 17:50:00;;;;;;;;;;;;;0,09;9,99;950;2730
05.04.2019 17:52:00;750;2820;0,109;0,04;0,04;19;18;15,51;15,54;0,01;0,02;0,999;;;;
05.04.2019 17:57:00;;;;;;;;;;;;;0;1,36;800;4950
05.04.2019 18:00:00;;;;;;;;;;;;;1,88;2,64;930;4080
05.04.2019 18:10:00;950;2401;0,02;0,02;;6;8;15,1;15,2;0,64;0,14;1,01;;;;
05.04.2019 18:21:00;804;2665;0,07;0,01;;21;9;14,4;15,3;1,32;0,15;1,01;;;;
